tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. colinas del norte, San rafael",118.00  m2 m²,3,3,$390.324.000,3,menor a 1 año,,,"Atos Inmobiliaria vende una casa medianera para estrenar en el norte de la ciudad de Tunja, ubicada en el barrio Colinas del Norte. Esta propiedad está cerca de la vía nacional de Tunja a Bucaramanga, el barrio San Rafael, el Colegio Normal Femenina y la UPTC.",Código Fincaraíz:,191718133,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191718133,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Ub. las quintas, 15 de mayo",220.00  m2 m²,5,4,$850.000.000,5,16 a 30 años,,", Chimenea, , Colegios / Universidades, , Estudio, , Garaje(s), , Parques cercanos, , Supermercados / C.Comerciales, , Terraza, , Trans. Público cercano, Descripción, Hermosa y cómoda casa ubicada en remansos de santa Inés, te encantara su espectacular distribución e iluminación, consta de, 1 piso: garaje eléctrico,   sala, comedor independientes, cocina integral, patio con marquesina, estar tv y baño. 2 piso: 3 alcobas con closet, 2 baños y estudio. 3 piso: 2 alcobas con closet principal con baño privado, terraza y sala de tv., Código Fincaraíz:, 10752529, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa y cómoda casa ubicada en remansos de santa Inés, te encantara su espectacular distribución e iluminación, consta de, 1 piso: garaje eléctrico,   sala, comedor independientes, cocina integral, patio con marquesina, estar tv y baño. 2 piso: 3 alcobas con closet, 2 baños y estudio. 3 piso: 2 alcobas con closet principal con baño privado, terraza y sala de tv.",,10752529,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta/10752529,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Pozo donato, Mesopotamia",127.00  m2 m²,3,3,$410.000.000,5,más de 30 años,,,"En venta: Amplia casa en el reconocido Barrio Mesopotamia, con un área total de 127 m2. Esta vivienda es un verdadero hallazgo, con 3 habitaciones espaciosas, además de cuarto y baño de servicio, garantizando comodidad para todos. Cuenta con 3 baños, una cocina integral para tus necesidades culinarias, y un acogedor espacio que combina sala y comedor. El garaje te proporciona la conveniencia de estacionar tu vehículo.",,191273729,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273729,,
Apartamento,venta,Usado,"Tunja, Boyaca","Mesopotamia, Maldonado, Tunja",91.15  m2 m²,3,2,$350.000.000,5,1 a 8 años,3 Habs.,", Cocina Integral, , Colegios / Universidades, , Garaje(s), , Supermercados / C.Comerciales, Descripción, Vendo apartamento de estrato 5, frente al Centro comercial Unicentro, cerca la Universidad Santo Tomás y con fácil acceso a transporte.","Vendo apartamento de estrato 5, frente al Centro comercial Unicentro, cerca la Universidad Santo Tomás y con fácil acceso a transporte.",Código Fincaraíz:,191961234,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/191961234,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, El paraiso",127.00  m2 m²,5,3,$250.000.000,3,más de 30 años,,", Cocina Integral, , Trans. Público cercano, , Zona Comercial, Descripción, Te presentamos esta amplia casa con un apartamento independiente que consta de una sala, un baño y tres habitaciones, además de una cocina común y un patio de ropas compartido. En el segundo piso, encontrarás una cómoda sala, un baño con ducha y dos habitaciones con closets empotrados. También hay una cocina común con comedor, un patio de ropas con lavadero, un baño y un cuarto de plancha.","Te presentamos esta amplia casa con un apartamento independiente que consta de una sala, un baño y tres habitaciones, además de una cocina común y un patio de ropas compartido. En el segundo piso, encontrarás una cómoda sala, un baño con ducha y dos habitaciones con closets empotrados. También hay una cocina común con comedor, un patio de ropas con lavadero, un baño y un cuarto de plancha.",Código Fincaraíz:,191273715,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273715,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",375.00  m2 m²,4,5,$1.150.000.000,5,9 a 15 años,,", Balcón, , Calentador, , Canchas Deportivas, , Cerca centro comercial, , Chimenea, , Closet, , Piso en Madera, , Sobre vía principal, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona Comercial",Atos Inmobiliaria vende exclusiva propiedad en el condominio Santa Helena,,191273710,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273710,,
Apartamento,venta,Usado,"Los cristales, Tunja, Boyaca","Los cristales, Tunja, Jose joaquin camacho",52.00  m2 m²,2,1,$180.000.000,4,1 a 8 años,,", Colegios / Universidades, , Supermercados / C.Comerciales, , Trans. Público cercano, Descripción, VENDO APARTAMENTO EN LOS CRISTALES - SECTOR UPTC// facil acceso, cerca a avenida norte, cerca al campus de la santo Tomás.","VENDO APARTAMENTO EN LOS CRISTALES - SECTOR UPTC// facil acceso, cerca a avenida norte, cerca al campus de la santo Tomás.",,191900669,ELITE LG INMOBILIARIA,https://www.fincaraiz.com.co/apartamento-en-venta/191900669,,
Apartamento,venta,Usado,"Mesopotamia, Tunja, Boyaca","Tunja, Mesopotamia",96.00  m2 m²,3,2,$290.000.000,4,16 a 30 años,3 Habs.,,"¡No pierdas la oportunidad de adquirir este encantador apartamento semidúplex en el barrio Mesopotamia! Ubicado en un tercer piso, este apartamento ofrece un área de 96 m², distribuidos en una amplia sala comedor, una cocina integral, una zona de ropas, tres habitaciones, dos baños y un estudio espacioso. Además, cuenta con un garaje para tu comodidad.Una de las características destacadas de este apartamento es su excelente entrada de luz solar tanto en la mañana como en la tarde, lo que brinda un ambiente luminoso y acogedor. También cuenta con un depósito dentro del apartamento, proporcionando un espacio adicional para el almacenamiento.",,191273703,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273703,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Asis, Villa luz",48.00  m2 m²,2,2,$250.000.000,2,menor a 1 año,2 Habs.,", Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Parques cercanos, , Portería / Recepción, , Sobre vía principal, , Supermercados / C.Comerciales, , Terraza, , Trans. Público cercano","Edificio Park Place se encuentra ubicado en el barrio el Asis en la K7 # 61-5 en Tunja, Boyacá",,192272292,ACE GESTOR INMOBILIARIO Y MERCANTIL,https://www.fincaraiz.com.co/apartamento-en-venta-en-tunja/192272292,,
Casa,venta,Usado,"San rafael, Tunja, Boyaca","Tunja, Ub. colinas del norte, San rafael",1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$85.000.000,3,menor a 1 año,,", Lote Vacio, , Servicios Públicos, , Sobre vía principal, , Vista panorámica, , Área Urbana, Descripción, Venta de lote ubicado en la urbanización colinas del Norte, área 99.77m2 tiene 6m frente y 16.15m de fondo terreno firme",Venta de lote ubicado en la urbanización colinas del Norte,,191098863,EDI ELISANETH CRUZ CANO,https://www.fincaraiz.com.co/lote-en-venta/191098863,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Ub. las quintas",52.00  m2 m²,2,2,$269.000.000,4,menor a 1 año,2 Habs.,,"Este hermoso apartamento está ubicado en una zona residencial tranquila de Tunja, con excelente acceso a transporte público, Centro comercial Viva, restaurantes, Campus Universidad Santo Tomas, centros medicos entre otros... Es una opción ideal para familias, estudiantes o profesionales que buscan un lugar cómodo y funcional, con acabados modernos y una expectacular  al centro de la cuidad, todos los espacios cuentan con iluminacion natural.",,191732334,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/apartamento-en-venta/191732334,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, La maria, Belalcazar",92.00  m2 m²,3,2,$380.000.000,5,1 a 8 años,3 Habs.,,"Espectacular apartamento en la maria, con excelente distribucion e iluminacion consta de: 3 alcobas con closet, 2 baños, sala comedor, cocina integral, zona de ropas, balcon y garaje.",,191091002,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/191091002,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Soamox, Los muiscas",6.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$78.000.000,4,1 a 8 años,6,,"Se vende isla comercial en el Centro Comercial Casa Vieja, ubicada al norte de la ciudad. Esta isla tiene una ubicación estratégica debido a su cercanía con colegios, la Clínica Medilaser y la Universidad de Boyacá, lo que la convierte en un lugar ideal para establecer un negocio.",,192002348,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/192002348,,
Casa,venta,Usado,"Los muiscas, Tunja, Boyaca","Los muiscas, Maldonado, Tunja",160.00  m2 m²,4,3,$450.000.000,4,9 a 15 años,4 Habs.,", Baño Auxiliar, , Citófono, , Cocina Integral, , Colegios / Universidades, , Despensa, , En conjunto cerrado, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona Comercial, , Zona de lavandería","INMOBILIARIA 2 MIL VENDE CASA, Ubicada en el del Sector colegio Los Ángeles, Tunja; Área: 160m2. Cuenta con: 4 habitaciones, 3 baños, Sala, Comedor independiente, Cocina integral abierta, Zona de ropa cubierta, Cuarto útil, Estudio, Terraza y Parqueadero cubierto. Valor: ($450.000.000) Neg.",,191793994,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/191793994,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Santa ana",105.00  m2 m²,2,2,$420.000.000,5,¡Pregúntale!,,", Ascensor, , Balcón, , Calentador, , Citófono, , Cocina Integral, , En conjunto cerrado, , Garaje(s), , Gimnasio, , Portería / Recepción, , Salón Comunal, , Vigilancia, , Zona Infantil","Hermoso apartamento ubicado en el espectacular conjunto residencial Fontanella te encatara su vista a zona verde, consta con 2 balcones, 2 habitaciones (1 con clóset convencional y la principal con walking clóset) dos baños, cocina integral, comedor, patio de ropas, Garaje, estudio adaptado con amplia biblioteca y repisa, sala amplia y abierta, este sensacional y confortable apartamento cuenta con cerramiento total en vidrio del balcón de la habitación principal, con refuerzo de seguridad en ventanas internas y con un sistema de alarma de seguridad de cámaras, sensores de movimiento, rotura de cristal y de apertura de puerta. Además de un sistema doble de persianas pentagrama en todo el apartamento, la de la sala con sistema automático manejado por control.",,191828217,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/191828217,,
Apartamento,venta,Usado,"Tunja, Boyaca",",",107.00  m2 m²,2,2,$410.000.000,Campestre,1 a 8 años,,", Barra estilo americano, , Calentador, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Instalación de gas, , Loft, , Parques cercanos, , Trans. Público cercano, , Vivienda Multifamiliar, , Zona de lavandería",????? ??????? ? ???????? ??????????? ???????,,10372671,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/10372671,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",151.00  m2 m²,3,3,$650.000.000,5,1 a 8 años,,", Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Parques cercanos, , Portería / Recepción, , Salón Comunal, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano","INMOBILIARIA 2 MIL VENDE  CASA, Ubicada en el sector del CC Viva Tunja; Área: 151 mts2, Hermosa casa esquinera.",,192055135,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/192055135,,
Apartamento,venta,Usado,"Los muiscas, Tunja, Boyaca","Los muiscas, Maldonado, Tunja",64.00  m2 m²,3,2,$210.000.000,3,16 a 30 años,,", Baño Auxiliar, , Citófono, , Colegios / Universidades, , En conjunto cerrado, , Garaje(s), , Jardín, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona Comercial, , Zona de lavandería","INMOBILIARIA 2 MIL VENDE APARTAMENTO, Ubicado en el sector del Colégio de los Ángeles, Área: 64 mts2+  parqueadero. Consta de: sala, comedor, cocina semi integral, zona de lavandería independiente, 2 baños con ducha eléctrica y  2 habitaciones. VALOR: 210.000.000",,192061807,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/192061807,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Santa ines, Ub. villa olimpica, La pradera",37.00  m2 m²,1,1,$190.000.000,5,1 a 8 años,,", Ascensor, , Calentador, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Colegios / Universidades, , Planta Eléctrica, , Portería / Recepción, , Salón Comunal, , Sauna / Turco / Jacuzzi, , Supermercados / C.Comerciales, , Trans. Público cercano",VENDO EXCELENTE APARTAESTUDIO CON GARAJE,,192350345,SUITES INMOBILIARIA,https://www.fincaraiz.com.co/apartaestudio-en-venta/192350345,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",150.00  m2 m²,4,4,$650.000.000,5,9 a 15 años,,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Estudio, , Parques cercanos, , Patio, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería","INMOBILIARIA 2 MIL VENDE  CASA , Ubicado en el sector del CC Viva Tunja; Área lote: 210 mts2, Área construida: 150 mts2. Hermosa casa de tres plantas. 1°er piso: sala, comedor, cocina con barra, baño social, parqueadero cubierto.",,192055111,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/192055111,,
Apartamento,venta,Usado,"Tunja, Boyaca","Ub. florida parque, Tunja, La florida",66.00  m2 m²,3,2,$160.000.000,3,16 a 30 años,,", Canchas Deportivas, , Cerca centro comercial, , Citófono, , Instalación de gas, , Piso en Baldosa /  Mármol, , Tanques de Agua, , Área Urbana, Descripción, Atos Inmobiliaria ofrece en venta un apartamento en el sur de la ciudad de Tunja, ubicado en el conjunto cerrado Florida Parque. Este apartamento se encuentra en el quinto piso y cuenta con una cocina semi integral, sala-comedor, zona de ropas, 3 habitaciones y 2 baños. Aunque el edificio no tiene ascensor, la propiedad incluye un parqueadero privado, lo que agrega comodidad para los residentes.","Atos Inmobiliaria ofrece en venta un apartamento en el sur de la ciudad de Tunja, ubicado en el conjunto cerrado Florida Parque. Este apartamento se encuentra en el quinto piso y cuenta con una cocina semi integral, sala-comedor, zona de ropas, 3 habitaciones y 2 baños. Aunque el edificio no tiene ascensor, la propiedad incluye un parqueadero privado, lo que agrega comodidad para los residentes.",Código Fincaraíz:,191272719,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272719,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Santa ines, El dorado",730.00  m2 m²,5,3,$4.500.000.000,6,9 a 15 años,,", Trans. Público cercano, , Vista panorámica, Descripción, Espectacular edificio corporativo ubicado a pocos pasos del centro comercial Unicentro Tunja. El edificio cuenta en el primer piso con 4 oficinas, una recepción, una cafetería, dos baterías de baño, una sala de espera una recepción. Así como acceso directo a la bodega doble altura con un área total de 550 metros. El segundo piso, cuenta con tres oficinas, una de ella con sala de juntas y balcón, baños y archivo de alta seguridad. El edificio cuenta con espectaculares acabados tipo loft y minimalistas., Código Fincaraíz:, 10724039, Consultar, Gestiones Inmobiliarias F. T. SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular edificio corporativo ubicado a pocos pasos del centro comercial Unicentro Tunja. El edificio cuenta en el primer piso con 4 oficinas, una recepción, una cafetería, dos baterías de baño, una sala de espera una recepción. Así como acceso directo a la bodega doble altura con un área total de 550 metros. El segundo piso, cuenta con tres oficinas, una de ella con sala de juntas y balcón, baños y archivo de alta seguridad. El edificio cuenta con espectaculares acabados tipo loft y minimalistas.",,10724039,Gestiones Inmobiliarias F. T. SAS,https://www.fincaraiz.com.co/edificio-en-venta/10724039,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Bello horizonte, El carmen",201.00  m2 m²,6,2,$420.000.000,3,más de 30 años,,,"Atos Inmobiliaria te ofrece una oportunidad única de inversión en una casa lote con gran potencial de desarrollo. Este terreno de 317.4 m², estratégicamente ubicado sobre la carrera 16 entre las calles  25 Y 26, alberga una casa antigua con 6 habitaciones, 2 baños y un patio interno, pero su verdadero valor radica en el amplio terreno posterior. Con un entorno que permite usos comerciales y residenciales, este lote es perfecto para proyectos de construcción, como un edificio multifamiliar con zócalo comercial o una galería comercial.",Código Fincaraíz:,191273617,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273617,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, Los cristales, Canapro",87.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$138.000.000,4,1 a 8 años,,,"Atos Inmobiliaria te presenta una oportunidad única en el norte de la ciudad: un exclusivo lote en Portal de Canapro con un área de 87 m2. Este lote es perfecto para construir la vivienda que siempre has soñado. Su ubicación privilegiada y sus dimensiones ideales lo convierten en el lienzo perfecto para plasmar tus planes de hogar. Si estás listo para dar vida a tus sueños de vivienda, no dudes en contactarnos para más información sobre este emocionante lote en venta. ¡Estamos aquí para ayudarte a convertir tu visión en realidad!",,191420516,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191420516,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Aeropuerto gustavo rojas pinilla, El dorado",80.18  m2 m²,3,2,$355.747.000,5,1 a 8 años,3 Habs.,", Ascensor, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Citófono, , Parqueadero Visitantes, , Parques cercanos, , Portería / Recepción, , Salón Comunal, , Salón de Juegos, , Sauna / Turco / Jacuzzi","Se vende lindo y amplio apartamento en la ciudad de Tunja, ubicado en el edificio Reserva del Bosque piso 2, cuenta con 3 habitaciones, sala comedor, balcón, cocina integral, zona de ropas, espacio para estudio, 2 baños, iluminación natural y parqueadero; cercanía a instituciones educativas, centros médicos y comerciales.",,10721824,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/apartamento-en-venta/10721824,,
Apartamento,venta,Usado,"Los rosales, Tunja, Boyaca","Los rosales, Maldonado, Tunja",34.00  m2 m²,1,1,$145.000.000,4,menor a 1 año,,", Citófono, , Colegios / Universidades, , Instalación de gas, , Jardín, , Loft, , Parques cercanos, , Trans. Público cercano, , Vista panorámica, , Vivienda Multifamiliar, , Zona Comercial, , Zona de lavandería, , Zona Residencial","INMOBILIARIA 2 MIL VENDE  APTO ESTUDIO PARA ESTRENAR, ubicado en el barrio los Rosales. área: 34 mts2, sin parqueadero. sala, comedor, zona de lavandería, 1 habitación y 1 baño. cerca de la Universidad UPTC. Valor: 145.000.000",,10888015,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/10888015,,
Casa,venta,Usado,"Tunja, Boyaca",Carrizal,170.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$400.000.000,3,9 a 15 años,,,"Se vende espectacular finca con un área de 33.728M2,  totalmente cercada. Cuenta con casa de 2 habitaciones con closet, baño, cocina semiintegral, sala comedor, 3 reservorios de agua y una bodega. La casa tiene pozo subterráneo para agua limpia, equipo de presurización  de agua y cámaras de seguridad",,191273814,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-campestre-en-venta/191273814,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Mesopotamia, Belalcazar",761.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$850.000.000,5,16 a 30 años,,", Área Urbana, Descripción, Excelente lote para venta en Tunja de 761 m2. Se puede hacer un edificio de 5 pisos de apartamentos., Código Fincaraíz:, 191577008, Consultar, Rentkasa SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",Excelente lote para venta en Tunja de 761 m2. Se puede hacer un edificio de 5 pisos de apartamentos.,,191577008,Rentkasa SAS,https://www.fincaraiz.com.co/lote-en-venta/191577008,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Santa barbara, Centro historico",173.00  m2 m²,4,3,$406.000.000,3,16 a 30 años,,,"Atos Inmobiliaria presenta la venta de un encantador apartamento en una ubicación estratégica en el centro de la ciudad de Tunja, a solo 5 minutos de la Plaza de Bolívar. Este apartamento, situado en el primer piso, ofrece un diseño amplio y funcional que incluye una generosa sala-comedor, cocina integral y un patio de ropas para mayor conveniencia. Además, cuenta con una terraza descubierta que proporciona un espacio adicional para disfrutar del aire libre. Con tres alcobas y dos baños, este apartamento ofrece un ambiente acogedor para la vida familiar. Con una superficie construida de 173 metros cuadrados, hay espacio más que suficiente para vivir cómodamente. El apartamento también incluye un garaje y un cuarto de servicio con baño. Además, se ofrece una bodega que brinda la oportunidad de construir un apartamento adicional. No pierda la oportunidad de adquirir esta propiedad única que ofrece comodidad, conveniencia y potencial de inversión. ¡Contáctenos hoy mismo para más detalles",,191273146,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273146,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Ub. terrazas de santa ines, La esmeralda",80.00  m2 m²,3,2,$368.000.000,5,1 a 8 años,3 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Garaje(s), , Instalación de gas, , Parqueadero Visitantes, , Portería / Recepción, , Salón Comunal, , Sobre vía principal","?Encontrar un hogar donde tu familia pueda crecer, sentirse segura y disfrutar de todos los beneficios de la vida urbana es un sueño hecho realidad. Este apartamento en el conjunto residencial Alameda de Unicentro no es solo una propiedad; es el lugar perfecto para establecerse y vivir en paz. Imagina despertar cada mañana con luz natural llenando cada rincón, disfrutar de un hogar cómodo y seguro, y tener todo lo que necesitas a un paso de distancia. ?✨",,192191903,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/apartaestudio-en-venta/192191903,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, Ub. san diego, La fuente",786.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$680.000.000,2,1 a 8 años,,,"Atos vende espectacular lote con uso de suelos para vivienda multifamiliar, bifamiliar, Comercio o Industria.",,191273860,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273860,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",16.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$150.000.000,3,1 a 8 años,,,Atos Inmobiliaria Vende Local Comercial en el Centro de Tunja,Código Fincaraíz:,191633813,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191633813,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, La pradera, Santa ines",156.00  m2 m²,5,6,$452.510.000,5,más de 30 años,,", Balcón, , Calentador, , Canchas Deportivas, , Cerca centro comercial, , Chimenea, , Closet, , Instalación de gas, , Piso de alta resistencia, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona Residencial","Atos Inmobiliaria vende amplia casa de cinco niveles en el norte de Tunja, ubicada en el barrio Mesopotamia, una de las zonas más tranquilas y seguras de la ciudad. La propiedad cuenta con un diseño funcional y espacios bien distribuidos, comenzando por un garaje en el primer nivel. En su interior, encontrarás una sala con chimenea, comedor, cocina integral, estudio, cuarto y baño de servicio. Además, ofrece cinco habitaciones, cuatro baños y dos terrazas privadas para disfrutar de momentos al aire libre.",Código Fincaraíz:,191272730,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272730,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Ub. balcones de terranova, San jose 000084",94.00  m2 m²,3,2,$430.000.000,4,1 a 8 años,3 Habs.,", Chimenea, , Citófono, , Closet, , Gimnasio, , Instalación de gas, , Jardín, , Vista panorámica, , Zona de BBQ, Descripción, Atos Inmobiliaria vende espectacular apartamento en el sector Reina Cecilia, al norte de Tunja. Ubicado en primer piso, cuenta con jardín, zona BBQ, tres habitaciones (principal con baño privado, vestier y closet doble), baño social, chimenea a gas, mueble bar con luz integrada para vinos, lavavajillas, zona de ropas, sala-comedor, cocina con isla, parqueadero, bodega y zonas verdes. Pet friendly y con gimnasio. Una excelente oportunidad de inversión en una zona residencial tranquila, con alta valorización, cercana a supermercados, colegios, universidades y vías principales. Ideal para vivir con comodidad y estilo. ¡No lo dudes más y contáctanos!, Código Fincaraíz:, 192301814, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende espectacular apartamento en el sector Reina Cecilia, al norte de Tunja. Ubicado en primer piso, cuenta con jardín, zona BBQ, tres habitaciones (principal con baño privado, vestier y closet doble), baño social, chimenea a gas, mueble bar con luz integrada para vinos, lavavajillas, zona de ropas, sala-comedor, cocina con isla, parqueadero, bodega y zonas verdes. Pet friendly y con gimnasio. Una excelente oportunidad de inversión en una zona residencial tranquila, con alta valorización, cercana a supermercados, colegios, universidades y vías principales. Ideal para vivir con comodidad y estilo. ¡No lo dudes más y contáctanos!",Código Fincaraíz:,192301814,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192301814,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Ub. las quintas",80.00  m2 m²,3,2,$460.000.000,5,menor a 1 año,,", Calentador, , Cerca centro comercial, , Cocina Integral, , Cocina tipo Americano, , Instalación de gas, , Piso en Madera, , Sobre vía principal, , Trans. Público cercano, , Zona Residencial, , Área Urbana, Descripción, ATOS INMOBILIARIA VENDE APARTAMENTO",ATOS INMOBILIARIA VENDE APARTAMENTO,,191710675,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191710675,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Surinama, La florida",10.00  m2 m²,1,¡Pregúntale!,$160.000.000,3,1 a 8 años,,", Ascensor, , Cerca centro comercial, , Shut de basura, , Sobre vía principal, , Tanques de Agua, , Terraza, , Trans. Público cercano, , Zona Comercial, Descripción, Atos Inmobiliaria te ofrece la oportunidad de arrendar o comprar una isla comercial en el centro comercial Florida Shopping. Este espacio cuenta con 10 m2 y se ubica en el primer piso, brindándote una ubicación privilegiada para impulsar tu negocio. Esta es tu ocasión para establecer tu emprendimiento en un entorno moderno y dinámico. ¡No pierdas esta oportunidad única! Contáctanos para obtener más información y asegurar el éxito de tu negocio., Código Fincaraíz:, 191273433, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria te ofrece la oportunidad de arrendar o comprar una isla comercial en el centro comercial Florida Shopping. Este espacio cuenta con 10 m2 y se ubica en el primer piso, brindándote una ubicación privilegiada para impulsar tu negocio. Esta es tu ocasión para establecer tu emprendimiento en un entorno moderno y dinámico. ¡No pierdas esta oportunidad única! Contáctanos para obtener más información y asegurar el éxito de tu negocio.",Código Fincaraíz:,191273433,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273433,,
Finca,venta,Usado,"Maldonado, Tunja, Boyaca","Maldonado, Jorge eliecer gaitan, Tunja",440.00  m2 m²,1,4,$2.250.000.000,4,1 a 8 años,,,"VENDO ESPECTACULAR EDIFICIO EN EL MALDONADO// MUY CENTRAL, DE TRES NIVELES CON 440MTS, ZONA COMERCIAL, EXCELENTES ACABADOS, BODEGAS, OFICINAS, SISTEMA DE SEGURIDAD CON CAMARAS DVR Y ALARMA CON SENSORESDE SONIDO Y MOVIMIENTO.",,10070606,Inmobiliaria Fenix,https://www.fincaraiz.com.co/edificio-en-venta/10070606,,
