tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Finca,venta,Usado,"Tunja, Boyaca","Mesopotamia, Tunja, Santa ines",34.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$253.894.900,5,menor a 1 año,,", Ascensor, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Atos Inmobiliaria presenta Proyecto de Locales y Oficinas Comerciales en el Norte de Tunja",Atos Inmobiliaria presenta Proyecto de Locales y Oficinas Comerciales en el Norte de Tunja,,191603912,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/oficina-en-venta/191603912,,
Apartamento,venta,Usado,"Tunja, Boyaca","Mesopotamia, La pradera, Tunja",58.00  m2 m²,2,1,$230.000.000,5,1 a 8 años,2 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Cerca de Zona Urbana, , Parqueadero Visitantes, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Salón Comunal, , Sobre vía principal","?Imagínate entrando a un espacio que no solo se convierte en una extensión de tu estilo de vida, sino que también impulsa tus sueños de crecer tu patrimonio familiar. Este apartamento en Tunja te invita a transformar tu visión de futuro en realidad.",,191884226,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/apartamento-en-venta/191884226,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, San ignacio, Centro historico","1,500.00  m2 m²",1,10,$9.000.000.000,3,más de 30 años,,", Ascensor, , Ascensor Privado, , Baños comunales, , Baños comunales, , Cerca centro comercial, , Cocineta, , Parqueadero Subterraneo, , Parqueadero Visitantes, , Portería / Recepción, , Portería / Recepción, , Puerta de seguridad, , Salón de conferencias","Hermoso hotel, ubicado en el centro histórico de la ciudad, edificio 4 pisos y sótano; piso uno: local, oficina, recepción, cocina industrial, 6 habitaciones con baño; piso dos: 11 habitaciones con baño, habitación con jacuzzi; piso tres: 7 habitaciones con baño, 2 habitaciones con jacuzzi; piso cuarto: sala de conferencias, sala de juntas, dos baños sociales y un apartamento; sótano: 9 parqueaderos, cuarto de máquinas, cuarto depósito; adicionales: escaleras, ascensor, 14 paneles solares, calentador gas.",,10334835,GRUPO INMOBILIARIO EL REFUGIO LTDA,https://www.fincaraiz.com.co/edificio-en-venta/10334835,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. canapro, Ub. palos verdes",138.00  m2 m²,3,3,$610.000.000,5,1 a 8 años,3 Habs.,", Acceso Pavimentado, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Calentador, , Canchas Deportivas, , Garaje(s), , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Parques cercanos, , Patio","Código: 899FR1818 Excelente oportunidad de adquirir casa en conjunto cerrado en uno de los sectores más cotizados de la ciudad de Tunja, con fácil acceso de transporte público; a pocas cuadras del Colegio de los Ángeles, Clínica Medilaser, Universidad de Boyacá y Green Hills, esta consta de tres alcobas con closet, la habitación principal con vestier y baño privado con jacuzzi, dos baños sociales, cocina integral tipo isla, sala-comedor, estudio, zona de lavandería y dos parqueaderos, el conjunto cuenta con vigilancia presencial las veinticuatro horas del día.",Código Fincaraíz:,192265707,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192265707,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Las nieves",91.00  m2 m²,3,3,$350.000.000,2,16 a 30 años,3 Habs.,", Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Cerca de Zona Urbana, , Citófono, , Closet, , Parqueadero Visitantes, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Salón Comunal","Código: 899FR1175 Excelente oportunidad de adquirir casa a pocas cuadras del centro de la ciudad de Tunja, cerca de la facultad de medicina, Universidad Antonio Nariño, Hospital San Rafael, con fácil acceso de transporte público; consta de tres alcobas con closet, la habitación principal con baño privado, dos baños sociales, cocina integral, sala-comedor, zona de lavandería y parqueadero, el conjunto cuenta con salón social y parque infantil.",Código Fincaraíz:,192265225,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192265225,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, Pirgua",1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$4.974.000.000,4,16 a 30 años,,", Acceso Pavimentado, , Bósque nativo, , Canchas Deportivas, , Cerca de Zona Urbana, , Colegios / Universidades, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona Industrial, , Zona Residencial, , Zonas Verdes",? ¡Gran Oportunidad de Inversión en Tunja! Lote de 4.974 m² con Ubicación Privilegiada ?,,191626136,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta/191626136,,
Apartamento,venta,Usado,"Centro, Tunja, Boyaca","Centro, Tunja, Centro historico",240.00  m2 m²,4,5,$650.000.000,4,¡Pregúntale!,4 Habs.,", Ascensor, , Colegios / Universidades, , Cuarto de servicio, , Duplex, , Garaje(s), , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, Descripción, VENDO APARTAMENTO DUPLEX EN EL CENTRO DE 240M2 con excelente distribucion e iluminacion  este sensacional apartamento consta de  Primer nivel,  Sala comedor,  cocina integral,  zona de ropas,  cuarto de servicio con baño,  baño social,  una alcoba,  Segundo nivel,  Estudio,  terraza con chimenea,  alcoba principal con vestier y baño privado,  dos alcobas auxiliares, baño de alcobas y garaje doble., Código Fincaraíz:, 7799774, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","VENDO APARTAMENTO DUPLEX EN EL CENTRO DE 240M2 con excelente distribucion e iluminacion  este sensacional apartamento consta de  Primer nivel,  Sala comedor,  cocina integral,  zona de ropas,  cuarto de servicio con baño,  baño social,  una alcoba,  Segundo nivel,  Estudio,  terraza con chimenea,  alcoba principal con vestier y baño privado,  dos alcobas auxiliares, baño de alcobas y garaje doble.",,7799774,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/7799774,,
Casa,venta,Usado,"Comuna 1, Tunja, Boyaca","Ub. alcala real, Tunja, Ub. balcones de terranova",160.00  m2 m²,4,3,$450.000.000,4,¡Pregúntale!,4 Habs.,", Circuito cerrado de TV, , Citófono, , Cocina Integral, , Depósito / Bodega, , Despensa, , Estudio, , Portería / Recepción, , Zona de lavandería, Descripción, Casa en conjunto cerrado, Código Fincaraíz:, 191679739, Consultar, NUESTRA CASA INMOBILIARIA, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",Casa en conjunto cerrado,,191679739,NUESTRA CASA INMOBILIARIA,https://www.fincaraiz.com.co/casa-en-venta/191679739,,
Casa,venta,Usado,"Tras del alto, Tunja, Boyaca",Tras del alto,90.00  m2 m²,2,1,$340.000.000,3,¡Pregúntale!,,", Chimenea, , Cocina de leña, , Cocina Integral, , Garaje / Parqueadero(s), , Servicios Públicos, , Vista panorámica, Descripción, Hermosa finca a 50m de via pavimentada, excelente panoramica cuenta con un area de lote de 2 hectareas y una maravillosa casa la cual consta de 2 alcobas, 1 baño, sala con chimena, comedor, cocina integral., Código Fincaraíz:, 10946544, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa finca a 50m de via pavimentada, excelente panoramica cuenta con un area de lote de 2 hectareas y una maravillosa casa la cual consta de 2 alcobas, 1 baño, sala con chimena, comedor, cocina integral.",,10946544,Inmobiliaria Fenix,https://www.fincaraiz.com.co/finca-en-venta/10946544,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Pirgua",19.00  m2 m²,¡Pregúntale!,1,$110.000.000,4,1 a 8 años,,,"Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 19 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.",Código Fincaraíz:,191273572,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/consultorio-en-venta/191273572,,
Casa,venta,Usado,"Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",318.00  m2 m²,8,3,$850.000.000,3,16 a 30 años,,", Acceso Pavimentado, , Garaje / Parqueadero(s), , Servicios Públicos, , Sobre vía principal, , Trans. Público cercano, Descripción, INMOBILIARIA 2 MIL VENDE  CASA-LOTE, Ubicado en el sector Norte de Tunja, Área lote: 211 mts2, Área construida: 318 mts2. Casa esquinera, Tres plantas. 1°er piso: 2 locales comerciales, uno esquinero., 2°do piso: 1 apartamento que consta de sala, comedor, cocina, baños social y 4 habitaciones. 3°er piso:  2 apartamentos, cada apartamento con sala, comedor, cocina, baño y 2 habitaciones. VALOR: 850.000.000, Código Fincaraíz:, 192055081, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","INMOBILIARIA 2 MIL VENDE  CASA-LOTE, Ubicado en el sector Norte de Tunja, Área lote: 211 mts2",,192055081,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-lote-en-venta/192055081,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Soamox, Coeducadores",47.00  m2 m²,1,1,$145.000.000,4,1 a 8 años,,", Calentador, , Canchas Deportivas, , Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Atos Inmobiliaria Vende Apartaestudio en el Norte de Tunja",Atos Inmobiliaria Vende Apartaestudio en el Norte de Tunja,Código Fincaraíz:,191614906,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartaestudio-en-venta/191614906,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, La pradera, Mesopotamia",37.00  m2 m²,1,¡Pregúntale!,$250.000.000,5,1 a 8 años,1,", Cerca centro comercial, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, Descripción, ¡Invierte en una ubicación estratégica! Atos Inmobiliaria vende local comercial con excelente ubicación en una de las zonas más dinámicas y de alto tráfico del norte de la ciudad. El local cuenta con un área de 37 metros cuadrados, ideal para negocios u oficinas (no habilitado para venta de comidas). Ubicado en un reconocido sector comercial con alto flujo peatonal y vehicular, rodeado de bancos, supermercados, oficinas y centros empresariales. Una oportunidad de inversión rentable en una zona de constante valorización. Contáctanos para más información y agenda tu cita hoy mismo. ¡No dejes pasar esta oportunidad!, Código Fincaraíz:, 192338351, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","¡Invierte en una ubicación estratégica! Atos Inmobiliaria vende local comercial con excelente ubicación en una de las zonas más dinámicas y de alto tráfico del norte de la ciudad. El local cuenta con un área de 37 metros cuadrados, ideal para negocios u oficinas (no habilitado para venta de comidas). Ubicado en un reconocido sector comercial con alto flujo peatonal y vehicular, rodeado de bancos, supermercados, oficinas y centros empresariales. Una oportunidad de inversión rentable en una zona de constante valorización. Contáctanos para más información y agenda tu cita hoy mismo. ¡No dejes pasar esta oportunidad!",Código Fincaraíz:,192338351,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/192338351,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, San ignacio, Centro historico",82.00  m2 m²,3,2,$320.000.000,3,menor a 1 año,3 Habs.,", Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Área Urbana, Descripción, Atos Inmobiliaria vende apartamento ubicado en el centro de la ciudad. Este espacioso inmueble cuenta con tres habitaciones, dos baños, sala-comedor, cocina integral y zona de ropas. Su ubicación privilegiada te permite acceder fácilmente a todo lo que necesitas. ¡No dejes pasar esta excelente oportunidad! Contáctanos y agenda tu cita hoy mismo., Código Fincaraíz:, 192084357, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende apartamento ubicado en el centro de la ciudad. Este espacioso inmueble cuenta con tres habitaciones, dos baños, sala-comedor, cocina integral y zona de ropas. Su ubicación privilegiada te permite acceder fácilmente a todo lo que necesitas. ¡No dejes pasar esta excelente oportunidad! Contáctanos y agenda tu cita hoy mismo.",Código Fincaraíz:,192084357,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192084357,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",21.00  m2 m²,¡Pregúntale!,1,$165.000.000,4,1 a 8 años,1,,"En venta: Local en el Centro Comercial Paseo de la Salamandra, con una superficie de 21.85 m2. Este local ofrece una vitrina amplia con doble puerta y baño privado, además de contar con un mezanine cerrado y un acceso adicional por el baño. Su ubicación en el corazón de la ciudad, a solo media cuadra de la Plazoleta San Francisco y a dos cuadras de la Plaza de Bolívar, lo convierte en una oportunidad excepcional para establecer tu negocio en una zona estratégica. ¡Contáctanos para más detalles y no pierdas la oportunidad de invertir en este local comercial!",Código Fincaraíz:,191273739,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273739,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Los muiscas",22.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$181.930.000,5,menor a 1 año,,", Cerca centro comercial, , Trans. Público cercano, , Zona Comercial, Descripción, Atos Inmobiliaria vende local con excelente ubicación, cerca de la zona universitaria y comercial. Cuenta con acabados de alta calidad, ideal para emprendedores e inversionistas que buscan una propiedad estratégica y atractiva. Aprovecha esta gran oportunidad para proyectar tu negocio en un sector de alto tráfico y crecimiento. Invierte con visión y asegura tu éxito. ¡Agenda tu cita hoy mismo!, Código Fincaraíz:, 192125014, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende local con excelente ubicación, cerca de la zona universitaria y comercial. Cuenta con acabados de alta calidad, ideal para emprendedores e inversionistas que buscan una propiedad estratégica y atractiva. Aprovecha esta gran oportunidad para proyectar tu negocio en un sector de alto tráfico y crecimiento. Invierte con visión y asegura tu éxito. ¡Agenda tu cita hoy mismo!",,192125014,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/192125014,,
Casa,venta,Usado,"La fuente, Tunja, Boyaca","Bello horizonte, Tunja, San lazaro",120.00  m2 m²,3,2,$230.000.000,2,¡Pregúntale!,,", Cocina Integral, Descripción, Linda y cómoda casa con gran distribución, ubicada en la fuente etapa 4 consta de:  primer piso, sala, comedor, baño social  y parqueadero, En el segundo piso dos habitaciones, baño social  y estudio. En el tercer piso una habitación y patio de ropas amplio., Código Fincaraíz:, 10491076, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Linda y cómoda casa con gran distribución, ubicada en la fuente etapa 4 consta de:  primer piso, sala, comedor, baño social  y parqueadero, En el segundo piso dos habitaciones, baño social  y estudio. En el tercer piso una habitación y patio de ropas amplio.",,10491076,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta/10491076,,
Lote,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Santa ana, La granja","13,250.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$2.650.000.000,1,¡Pregúntale!,,,"Excelente lote ubicado en la autopista norte, comercial, residencial, institucional con servicos, cuenta con una area de 13.250 m2.",,191185260,Inmobiliaria Fenix,https://www.fincaraiz.com.co/lote-en-venta/191185260,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Los rosales, Los cristales",60.00  m2 m²,2,2,$200.000.000,4,16 a 30 años,,", Calentador, , Canchas Deportivas, , Cerca centro comercial, , Instalación de gas, , Trans. Público cercano, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria presenta en venta y arriendo un acogedor apartamento en el barrio Los Rosales, una ubicación privilegiada cerca de la UPTC. Este apartamento ofrece un diseño funcional que incluye una sala comedor espaciosa, dos habitaciones confortables, dos baños completos y un práctico estudio, ideal para trabajar o estudiar desde casa. Además, cuenta con una cocina bien equipada y una zona de ropas para mayor comodidad en las tareas del hogar. Con un área total de 60 m2, este apartamento es perfecto para parejas, familias pequeñas o estudiantes que deseen disfrutar de una vida tranquila y conveniente en una de las zonas más buscadas de la ciudad. ¡Contáctanos en Atos Inmobiliaria para más información sobre esta excelente oportunidad de venta o arriendo!, Código Fincaraíz:, 191273087, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria presenta en venta y arriendo un acogedor apartamento en el barrio Los Rosales, una ubicación privilegiada cerca de la UPTC. Este apartamento ofrece un diseño funcional que incluye una sala comedor espaciosa, dos habitaciones confortables, dos baños completos y un práctico estudio, ideal para trabajar o estudiar desde casa. Además, cuenta con una cocina bien equipada y una zona de ropas para mayor comodidad en las tareas del hogar. Con un área total de 60 m2, este apartamento es perfecto para parejas, familias pequeñas o estudiantes que deseen disfrutar de una vida tranquila y conveniente en una de las zonas más buscadas de la ciudad. ¡Contáctanos en Atos Inmobiliaria para más información sobre esta excelente oportunidad de venta o arriendo!",Código Fincaraíz:,191273087,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273087,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Libertador, Obrero",104.00  m2 m²,3,2,$285.000.000,3,9 a 15 años,,,Apartamento Esquinero en Venta - Sur de Tunja,Código Fincaraíz:,191787426,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191787426,,
Casa,venta,Usado,"Mesopotamia, Tunja, Boyaca","Mesopotamia, Santa ines, La pradera",175.00  m2 m²,3,2,$480.000.000,5,más de 30 años,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Chimenea, , Depósito / Bodega, , Despensa, , Estudio, , Hall de Alcobas, , Jardín, , Piso en Baldosa /  Mármol",? Retiro Familiar en el Corazón de Tunja: Espacio y Tranquilidad en Mesopotamia ?,,11005419,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/11005419,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, Ub. villa bachue",72.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$90.000.000,3,menor a 1 año,,,"Atos Inmobiliaria Vende Lote en el Barrio Cooservicios, Oriente de Tunja",Teléfono de contacto: 3145945931,191689793,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191689793,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Popular, Tunja",332.00  m2 m²,10,5,$840.000.000,3,16 a 30 años,,", Trans. Público cercano, Descripción, Gran Casa de 3 Pisos en el Corazón de Tunja",Gran Casa de 3 Pisos en el Corazón de Tunja,Código Fincaraíz:,191274028,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274028,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Manzanares",56.00  m2 m²,3,2,$169.000.000,2,1 a 8 años,3 Habs.,", Ascensor, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Hall de Alcobas, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción","Código: 8944FR397 Excelente oportunidad de adquirir apartamento en el barrio Manzanares en la ciudad de Tunja, cerca de la Universidad Nacional Abierta y a Distancia UNAD, parques y colegios, cuenta con una excelente vista e iluminación, fácil acceso de transporte público; el apartamento consta de tres habitaciones con closet, dos baños, sala- comedor, zona de estudio, cocina integral y zona de lavandería; cuenta con parqueadero comunal, el conjunto cuenta con vigilancia presencial y la constructora entregara áreas sociales como salón social, salón de lectura, salón de niños, GYM y zonas húmedas (turco y sauna).",Código Fincaraíz:,192212402,Casa 360,https://www.fincaraiz.com.co/apartamento-en-venta/192212402,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. soaquira, Santa rita",100.00  m2 m²,3,3,$390.000.000,4,1 a 8 años,3 Habs.,", Balcón, , Calentador, , Cerca centro comercial, , Citófono, , Instalación de gas, , Piso de alta resistencia, , Sobre vía principal, , Tanques de Agua, , Terraza, , Trans. Público cercano, , Zona Comercial, , Zona Residencial","|¡Descubre el hogar de tus sueños en el norte de la ciudad! Atos Inmobiliaria se enorgullece de presentar la venta de hermosas casas de 3 pisos con un área de 100 m2 en un conjunto cerrado de 52 casas, ubicado cerca de la zona de concesionarios.",,191274045,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274045,,
Casa,venta,Usado,"Tunja, Boyaca","San jose 000050, Cr. la vila de cecilia, Tunja",142.00  m2 m²,6,2,$650.000.000,3,más de 30 años,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Cocina Equipada, , Colegios / Universidades, , Comedor auxiliar, , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Zona de lavandería, , Zona Residencial","Código: 897FR8665   Excelente oportunidad de adquirir esta casa lote la cual se puede restaurar o realizar un proyecto de construcción de apartamentos o aparta estudios ya que cuenta con trescientos dos metros cuadrados, está ubicada a pocas cuadras del centro de la ciudad, cerca del colegio Salesiano, Colegio Boyacá, entre otros, la facultad de medicina, Universidad Antonio Nariño, Hospital San Rafael, con fácil acceso de transporte público; la cual consta de seis alcobas, dos baños, cocina, sala-comedor, zona de lavandería y un lote de aproximadamente diez por diez.",Código Fincaraíz:,192250616,Casa 360,https://www.fincaraiz.com.co/casa-en-venta/192250616,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, El poblado, Villa luz",230.00  m2 m²,9,5,$430.000.000,3,9 a 15 años,,,"Atos te presenta una oportunidad única de inversión en el norte de la ciudad. Esta casa multifamiliar consta de cuatro apartamentos, cada uno con su propio encanto. En el sótano, encontrarás dos habitaciones, sala comedor, cocina y baño. En el primer piso, hay dos unidades con dos habitaciones, sala comedor, dos baños, patio, garaje y cocina. El segundo piso alberga otra unidad con tres habitaciones, sala comedor, baño, cocina y patio. Por último, en el tercer piso, encontrarás dos habitaciones, sala comedor, baño, cocina, patio y balcón. Cada apartamento cuenta con armarios empotrados y disfruta de servicios independientes de agua, luz y gas. Esta es una excelente oportunidad para inversores o para quienes buscan una propiedad con espacio adicional para la familia extendida. ¡Contáctanos para más detalles!",Código Fincaraíz:,191273717,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273717,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, San onofre",530.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$450.000.000,6,9 a 15 años,,,"Se vende lote de 530 M2 ubicado en la zona mas exclusiva de la ciudad, conjunto cerrado de uso residencial",,191273931,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273931,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Maldonado, Tunja, San jose 000050",152.81  m2 m²,4,4,$420.000.000,4,16 a 30 años,4 Habs.,", Alarma, , Balcón, , Circuito cerrado de TV, , Citófono, , Closet, , Cocina Integral, , Garaje(s), , Instalación de gas, , Parqueadero Visitantes, , Parqueadero Visitantes, , Piso en Baldosa /  Mármol, , Salón Comunal","Te presentamos este increíble apartamento en la cercana ciudad de Tunja, Boyacá. Con un diseño amplio y acogedor, es perfecto para disfrutar en familia. Cuenta con hermosos acabados en madera de cedro y está estratégicamente ubicado en la capital Boyacense.",,191545358,PADS,https://www.fincaraiz.com.co/apartamento-en-venta/191545358,,
Casa,venta,Usado,"Tunja, Boyaca","Ub. las quintas, Tunja",192.00  m2 m²,4,3,$450.000.000,4,9 a 15 años,,", Balcón, , Calentador, , Cerca centro comercial, , Chimenea, , Cocina Integral, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Hermosa casa en zona norte de la ciudad. Consta de 4 habitaciones con amplios closets, 3 baños, sala comedor, cocina integral, patio de ropas, garaje, cortinas blackout , hall de televisión, 2 balcones y Jacuzzi. Tiene cámaras de seguridad privada con circuito cerrado, rejas, calentador, chimenea, cableado de internet y mesa para pin pon., Código Fincaraíz:, 191273987, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa casa en zona norte de la ciudad. Consta de 4 habitaciones con amplios closets, 3 baños, sala comedor, cocina integral, patio de ropas, garaje, cortinas blackout , hall de televisión, 2 balcones y Jacuzzi. Tiene cámaras de seguridad privada con circuito cerrado, rejas, calentador, chimenea, cableado de internet y mesa para pin pon.",,191273987,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273987,,
Apartamento,venta,Usado,"Tunja, Boyaca","Santa ines, Pozo donato, Tunja",87.00  m2 m²,3,2,$310.000.000,5,9 a 15 años,,", Calentador, , Canchas Deportivas, , Citófono, , Cocina Integral, , Instalación de gas, , Piso de alta resistencia, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona Residencial, , Área Urbana, Descripción, ATOS INMOBILIARIA VENDE APARTAMENTO EN EL NORTE DE TUNJA",ATOS INMOBILIARIA VENDE APARTAMENTO EN EL NORTE DE TUNJA,"Ubicación: Atos Inmobiliaria, Centro Comercial Unicentro Tunja, Local 1-004",191691147,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191691147,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Maldonado, Jorge eliecer gaitan",440.00  m2 m²,¡Pregúntale!,6,$2.700.000.000,3,1 a 8 años,,", Baño Auxiliar, , Cerca a sector comercial, , Cerca centro comercial, , Closet, , Colegios / Universidades, , Parques cercanos, , Restaurantes, , Salón Comunal, , Servicios Públicos, , Supermercados / C.Comerciales, , Trans. Público cercano, Descripción, 815-3367 D.C COLOMBIA S.A.S Vende edificio de 3 pisos. Área construida 440,00 mt2 y área de terreno 206,15 mt2. Primer piso ingreso por calle, local comercial, chimenea, ventilador, 2 baños, espacio para bodega o cocina, otra bodega con entrada independiente, cuarto de aseo y garaje. Segundo piso, área de tres oficinas, una bodega y un baño privado, salón de dos unidades de baño hombre y mujer. Tercer piso con espejo de agua, salón, baños hombre y mujer, espacio para oficinas, bodega o sala de juntas. 815-3367, Código Fincaraíz:, 191314528, Consultar, D.C COLOMBIA S.A.S., Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","815-3367 D.C COLOMBIA S.A.S Vende edificio de 3 pisos. Área construida 440,00 mt2 y área de terreno 206,15 mt2. Primer piso ingreso por calle, local comercial, chimenea, ventilador, 2 baños, espacio para bodega o cocina, otra bodega con entrada independiente, cuarto de aseo y garaje. Segundo piso, área de tres oficinas, una bodega y un baño privado, salón de dos unidades de baño hombre y mujer. Tercer piso con espejo de agua, salón, baños hombre y mujer, espacio para oficinas, bodega o sala de juntas. 815-3367",,191314528,D.C COLOMBIA S.A.S.,https://www.fincaraiz.com.co/edificio-en-venta/191314528,,
Lote,venta,Usado,"Tunja, Boyaca",Tunja,320.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$480.000.000,3,1 a 8 años,,,"Atos Inmobiliaria tiene disponible para la venta un hermoso lote industrial ubicado en el Parque Oriental de Oriente. Este lote cuenta con una impresionante área de 320 m² y es de esquina, lo que le proporciona una mayor versatilidad y accesibilidad. Con dimensiones de 16 metros de frente por 20 metros de fondo, es una opción amplia y bien ubicada para actividades industriales.",,191273676,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273676,,
